;club_name;player_name;age;position;club_involved_name;fee;transfer_movement;transfer_period;fee_cleaned;league_name;year;season;player_url;id-name
2860;Ajax Amsterdam;David Neres;19.0;Right Winger;São Paulo;£19.80m;in;Winter;19.8;Eredivisie;2016;2016/2017;0;david-neres
2861;Swansea City;Wilfried Bony;28.0;Centre-Forward;Man City;£11.70m;in;Summer;11.7;Premier League;2017;2017/2018;https://sofifa.com/player/189963/wilfried-bony/180002;wilfried-bony
2862;Sporting CP;Nuno Santos;25.0;Left Winger;Rio Ave FC;£3.38m;in;Summer;3.38;Liga Nos;2020;2020/2021;https://sofifa.com/player/251438/nuno-miguel-valente-santos/210002;nuno-santos
2863;FC Empoli;Liam Henderson;25.0;Central Midfield;Lecce;£1.35m;in;Summer;1.35;Serie A;2021;2021/2022;https://sofifa.com/player/219952/liam-henderson/220002;liam-henderson
2864;Inter Milan;Geoffrey Kondogbia;22.0;Defensive Midfield;Monaco;£32.40m;in;Summer;32.4;Serie A;2015;2015/2016;https://sofifa.com/player/201455/geoffrey-kondogbia/160002;geoffrey-kondogbia
2865;FC Empoli;Lorenzo Tonelli;31.0;Centre-Back;Sampdoria;£900Th.;in;Summer;0.9;Serie A;2021;2021/2022;https://sofifa.com/player/201049/lorenzo-tonelli/220002;lorenzo-tonelli
2866;Parma Calcio 1913;Maxime Busi;20.0;Right-Back;RSC Charleroi;£6.21m;in;Summer;6.21;Serie A;2020;2020/2021;https://sofifa.com/player/245084/maxime-busi/210002;maxime-busi
2867;Huddersfield Town;Ramadan Sobhi;21.0;Left Winger;Stoke City;£5.85m;in;Summer;5.85;Premier League;2018;2018/2019;https://sofifa.com/player/233601/ramadan-sobhi/190002;ramadan-sobhi
2868;Borussia Dortmund;Alexander Isak;17.0;Centre-Forward;AIK;£7.74m;in;Winter;7.74;1 Bundesliga;2016;2016/2017;0;alexander-isak
2869;Brighton & Hove Albion;Adam Webster;24.0;Centre-Back;Bristol City;£20.00m;in;Summer;20.0;Premier League;2019;2019/2020;https://sofifa.com/player/207616/adam-webster/200002;adam-webster
2870;Swansea City;Roque Mesa;28.0;Central Midfield;UD Las Palmas;£11.25m;in;Summer;11.25;Premier League;2017;2017/2018;https://sofifa.com/player/204277/roque-mesa-quevedo/180002;roque-mesa
2871;Inter Milan;Ivan Perisic;26.0;Left Midfield;VfL Wolfsburg;£17.10m;in;Summer;17.1;Serie A;2015;2015/2016;0;ivan-perisic
2872;Huddersfield Town;Florent Hadergjonaj;23.0;Right-Back;FC Ingolstadt;£4.50m;in;Summer;4.5;Premier League;2018;2018/2019;https://sofifa.com/player/220620/florent-hadergjonaj/190002;florent-hadergjonaj
2873;FC Empoli;Giovanni Crociata;23.0;Central Midfield;Crotone;£900Th.;in;Summer;0.9;Serie A;2021;2021/2022;https://sofifa.com/player/235215/giovanni-crociata/220002;giovanni-crociata
2874;Parma Calcio 1913;Hernani;26.0;Central Midfield;Zenit S-Pb;£5.82m;in;Summer;5.82;Serie A;2020;2020/2021;https://sofifa.com/player/225475/hernani-azevedo-junior/210002;
2875;Inter Milan;Xherdan Shaqiri;23.0;Right Winger;FC Bayern;£13.50m;in;Summer;13.5;Serie A;2015;2015/2016;https://sofifa.com/player/193348/xherdan-shaqiri/160002;xherdan-shaqiri
2876;Bayer 04 Leverkusen;Leon Bailey;19.0;Left Winger;KRC Genk;£15.03m;in;Winter;15.03;1 Bundesliga;2016;2016/2017;https://sofifa.com/player/229906/leon-bailey/170002;leon-bailey
2877;Brighton & Hove Albion;Neal Maupay;22.0;Centre-Forward;Brentford;£20.00m;in;Summer;20.0;Premier League;2019;2019/2020;https://sofifa.com/player/211784/neal-maupay/200002;neal-maupay
2878;Leicester City;Shinji Okazaki;29.0;Centre-Forward;1.FSV Mainz 05;£9.90m;in;Summer;9.9;Premier League;2015;2015/2016;https://sofifa.com/player/194365/shinji-okazaki/160002;shinji-okazaki
2879;FC Nantes;Kalifa Coulibaly;25.0;Centre-Forward;KAA Gent;£4.05m;in;Summer;4.05;Ligue 1;2017;2017/2018;https://sofifa.com/player/206141/kalifa-coulibaly/180002;kalifa-coulibaly
2880;Sunderland AFC;Didier Ndong;22.0;Central Midfield;FC Lorient;£18.00m;in;Summer;18.0;Premier League;2016;2016/2017;https://sofifa.com/player/218359/didier-ndong/170002;didier-ndong
2881;FC Empoli;Riccardo Fiamozzi;28.0;Right-Back;Lecce;£450Th.;in;Summer;0.45;Serie A;2021;2021/2022;https://sofifa.com/player/210880/riccardo-fiamozzi/220002;riccardo-fiamozzi
2882;Parma Calcio 1913;Simon Sohm;19.0;Defensive Midfield;FC Zürich;£5.76m;in;Summer;5.76;Serie A;2020;2020/2021;https://sofifa.com/player/244634/simon-sohm/210002;simon-sohm
2883;Huddersfield Town;Jonas Lössl;29.0;Goalkeeper;1.FSV Mainz 05;£2.25m;in;Summer;2.25;Premier League;2018;2018/2019;https://sofifa.com/player/172553/jonas-lossl/190002;jonas-lössl
2884;Brighton & Hove Albion;Leandro Trossard;24.0;Left Winger;KRC Genk;£18.00m;in;Summer;18.0;Premier League;2019;2019/2020;https://sofifa.com/player/207421/leandro-trossard/200002;leandro-trossard
2885;Parma Calcio 1913;Giuseppe Pezzella;22.0;Left-Back;Udinese Calcio;£5.18m;in;Summer;5.18;Serie A;2020;2020/2021;https://sofifa.com/player/230681/giuseppe-pezzella/210002;giuseppe-pezzella
2886;Leicester City;N'Golo Kanté;24.0;Defensive Midfield;SM Caen;£8.10m;in;Summer;8.1;Premier League;2015;2015/2016;https://sofifa.com/player/215914/ngolo-kante/160002;n'golo-kanté
2887;Huddersfield Town;Juninho Bacuna;20.0;Central Midfield;FC Groningen;£2.25m;in;Summer;2.25;Premier League;2018;2018/2019;https://sofifa.com/player/226677/juninho-bacuna/190002;juninho-bacuna
2888;FC Nantes;Ciprian Tatarusanu;31.0;Goalkeeper;Fiorentina;£2.25m;in;Summer;2.25;Ligue 1;2017;2017/2018;https://sofifa.com/player/201325/ciprian-tatarusanu/180002;ciprian-tatarusanu
2889;Brighton & Hove Albion;Matt Clarke;22.0;Centre-Back;Portsmouth;£3.51m;in;Summer;3.51;Premier League;2019;2019/2020;https://sofifa.com/player/221600/matt-clarke/200002;matt-clarke
2890;Borussia Mönchengladbach;Timothée Kolodziejczak;25.0;Centre-Back;Sevilla FC;£6.75m;in;Winter;6.75;1 Bundesliga;2016;2016/2017;0;timothée-kolodziejczak
2891;Wolverhampton Wanderers;Fábio Silva;18.0;Centre-Forward;FC Porto;£36.00m;in;Summer;36.0;Premier League;2020;2020/2021;https://sofifa.com/player/252037/fabio-daniel-soares-silva/210002;fábio-silva
2892;Swansea City;Cian Harries;20.0;Centre-Back;Coventry;£257Th.;in;Summer;0.257;Premier League;2017;2017/2018;https://sofifa.com/player/228637/cian-harries/180002;cian-harries
2893;Blackburn Rovers;Sam Gallagher;23.0;Centre-Forward;Southampton;£5.85m;in;Summer;5.85;Championship;2019;2019/2020;https://sofifa.com/player/213905/sam-gallagher/200002;sam-gallagher
2894;FC Lorient;Majeed Waris;23.0;Centre-Forward;Trabzonspor;£4.25m;in;Summer;4.25;Ligue 1;2015;2015/2016;https://sofifa.com/player/198420/abdul-majeed-waris/160002;majeed-waris
2895;Sunderland AFC;Papy Djilobodji;27.0;Centre-Back;Chelsea;£8.55m;in;Summer;8.55;Premier League;2016;2016/2017;https://sofifa.com/player/197937/papy-djilobodji/170002;papy-djilobodji
2896;FC Nantes;Andrei Girotto;25.0;Centre-Back;Tombense;£2.07m;in;Summer;2.07;Ligue 1;2017;2017/2018;https://sofifa.com/player/226515/andrei-girotto/180002;andrei-girotto
2897;Parma Calcio 1913;Jasmin Kurtic;31.0;Central Midfield;SPAL;£4.41m;in;Summer;4.41;Serie A;2020;2020/2021;https://sofifa.com/player/202061/jasmin-kurtic/210002;jasmin-kurtic
2898;Inter Milan;Jeison Murillo;23.0;Centre-Back;Granada CF;£7.20m;in;Summer;7.2;Serie A;2015;2015/2016;https://sofifa.com/player/201377/jeison-murillo/160002;jeison-murillo
2899;Paris Saint-Germain;Abdou Diallo;23.0;Left-Back;Bor. Dortmund;£28.80m;in;Summer;28.8;Ligue 1;2019;2019/2020;https://sofifa.com/player/225711/abdou-diallo/200002;abdou-diallo
2900;US Salernitana 1919;Riccardo Gagliolo;31.0;Centre-Back;Parma;£1.80m;in;Summer;1.8;Serie A;2021;2021/2022;https://sofifa.com/player/216067/riccardo-gagliolo/220002;riccardo-gagliolo
2901;Inter Milan;Radja Nainggolan;30.0;Central Midfield;AS Roma;£34.20m;in;Summer;34.2;Serie A;2018;2018/2019;https://sofifa.com/player/178518/radja-nainggolan/190002;radja-nainggolan
2902;Sunderland AFC;Paddy McNair;21.0;Centre-Back;Man Utd;£4.73m;in;Summer;4.73;Premier League;2016;2016/2017;https://sofifa.com/player/213697/paddy-mcnair/170002;paddy-mcnair
2903;Fortuna Düsseldorf;Marvin Ducksch;24.0;Centre-Forward;FC St. Pauli;£1.80m;in;Summer;1.8;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/197031/marvin-ducksch/190002;marvin-ducksch
2904;US Salernitana 1919;Vincenzo Fiorillo;31.0;Goalkeeper;Pescara;£540Th.;in;Summer;0.54;Serie A;2021;2021/2022;https://sofifa.com/player/185172/vincenzo-fiorillo/220002;vincenzo-fiorillo
2905;Inter Milan;Felipe Melo;32.0;Defensive Midfield;Galatasaray;£3.78m;in;Summer;3.78;Serie A;2015;2015/2016;0;felipe-melo
2906;FC Nantes;Nicolas Pallois;29.0;Centre-Back;G. Bordeaux;£1.80m;in;Summer;1.8;Ligue 1;2017;2017/2018;https://sofifa.com/player/199393/nicolas-pallois/180002;nicolas-pallois
2907;Borussia Mönchengladbach;Julio Villalba;18.0;Centre-Forward;Cerro Porteño;£1.13m;in;Winter;1.13;1 Bundesliga;2016;2016/2017;0;julio-villalba
2908;Paris Saint-Germain;Idrissa Gueye;29.0;Defensive Midfield;Everton;£27.00m;in;Summer;27.0;Ligue 1;2019;2019/2020;https://sofifa.com/player/193474/idrissa-gueye/200002;idrissa-gueye
2909;Wolverhampton Wanderers;Nélson Semedo;26.0;Right-Back;Barcelona;£28.80m;in;Summer;28.8;Premier League;2020;2020/2021;https://sofifa.com/player/227928/nelson-cabral-semedo/210002;nélson-semedo
2910;Inter Milan;Lautaro Martínez;20.0;Centre-Forward;Racing Club;£22.50m;in;Summer;22.5;Serie A;2018;2018/2019;0;lautaro-martínez
2911;Sunderland AFC;Mika;25.0;Goalkeeper;Boavista;£1.35m;in;Summer;1.35;Premier League;2016;2016/2017;https://sofifa.com/player/198511/michael-simoes-domingues/170002;
2912;FC Lorient;Zargo Touré;25.0;Centre-Back;AC Le Havre;£1.35m;in;Summer;1.35;Ligue 1;2015;2015/2016;0;zargo-touré
2913;Parma Calcio 1913;Luigi Sepe;29.0;Goalkeeper;SSC Napoli;£4.12m;in;Summer;4.12;Serie A;2020;2020/2021;https://sofifa.com/player/191011/luigi-sepe/210002;luigi-sepe
2914;VfB Stuttgart;Santiago Ascacíbar;20.0;Defensive Midfield;Estudiantes;£5.40m;in;Summer;5.4;1 Bundesliga;2017;2017/2018;0;santiago-ascacíbar
2915;Real Betis Balompié;Borja Iglesias;26.0;Centre-Forward;Espanyol;£25.20m;in;Summer;25.2;Primera Division;2019;2019/2020;https://sofifa.com/player/224179/borja-iglesias-quintas/200002;borja-iglesias
2916;Aston Villa;Glenn Whelan;33.0;Defensive Midfield;Stoke City;£1.53m;in;Summer;1.53;Championship;2017;2017/2018;https://sofifa.com/player/163303/glenn-whelan/180002;glenn-whelan
2917;Deportivo de La Coruña;Florin Andone;23.0;Centre-Forward;Córdoba CF;£5.13m;in;Summer;5.13;Primera Division;2016;2016/2017;https://sofifa.com/player/225018/florin-andone/170002;florin-andone
2918;Leicester City;Gökhan Inler;31.0;Defensive Midfield;SSC Napoli;£6.30m;in;Summer;6.3;Premier League;2015;2015/2016;0;gökhan-inler
2919;Paris Saint-Germain;Pablo Sarabia;27.0;Right Winger;Sevilla FC;£16.20m;in;Summer;16.2;Ligue 1;2019;2019/2020;https://sofifa.com/player/198950/pablo-sarabia-garcia/200002;pablo-sarabia
2920;Inter Milan;Yann Karamoh;19.0;Left Winger;SM Caen;£5.85m;in;Summer;5.85;Serie A;2018;2018/2019;https://sofifa.com/player/231826/yann-karamoh/190002;yann-karamoh
2921;Wolverhampton Wanderers;Ki-Jana Hoever;18.0;Right-Back;Liverpool U23;£8.82m;in;Summer;8.82;Premier League;2020;2020/2021;https://sofifa.com/player/246763/ki-jana-hoever/210002;ki-jana-hoever
2922;US Salernitana 1919;Reda Boultam;23.0;Attacking Midfield;Triestina;£180Th.;in;Summer;0.18;Serie A;2021;2021/2022;0;reda-boultam
2923;Fortuna Düsseldorf;Benito Raman;23.0;Centre-Forward;Standard Liège;£1.35m;in;Summer;1.35;1 Bundesliga;2018;2018/2019;https://sofifa.com/player/200429/benito-raman/190002;benito-raman
2924;Sunderland AFC;Donald Love;21.0;Right-Back;Man Utd U23;£1.04m;in;Summer;1.04;Premier League;2016;2016/2017;https://sofifa.com/player/213686/donald-love/170002;donald-love
2925;Real Betis Balompié;Giovani Lo Celso;23.0;Central Midfield;Paris SG;£19.80m;in;Summer;19.8;Primera Division;2019;2019/2020;https://sofifa.com/player/226226/giovani-lo-celso/200002;giovani-lo-celso
2926;VfB Stuttgart;Chadrac Akolo;22.0;Right Winger;FC Sion;£5.40m;in;Summer;5.4;1 Bundesliga;2017;2017/2018;https://sofifa.com/player/222825/chadrac-akolo/180002;chadrac-akolo
2927;Wolverhampton Wanderers;Marçal;31.0;Left-Back;Olympique Lyon;£1.80m;in;Summer;1.8;Premier League;2020;2020/2021;https://sofifa.com/player/207707/fernando-marcal-de-oliveira/210002;
